ID,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
1302,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",detailed,"183,620"
1303,53-1030,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,broad,"202,760"
1304,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,detailed,"202,760"
1305,53-2000,Air Transportation Workers,minor,"265,890"
1306,53-2010,Aircraft Pilots and Flight Engineers,broad,"120,500"
1307,53-2011,"Airline Pilots, Copilots, and Flight Engineers",detailed,"81,520"
1308,53-2012,Commercial Pilots,detailed,"38,980"
1309,53-2020,Air Traffic Controllers and Airfield Operations Specialists,broad,"32,000"
1310,53-2021,Air Traffic Controllers,detailed,"23,240"
1311,53-2022,Airfield Operations Specialists,detailed,"8,760"
1312,53-2030,Flight Attendants,broad,"113,390"
1313,53-2031,Flight Attendants,detailed,"113,390"
1314,53-3000,Motor Vehicle Operators,minor,"3,934,070"
1315,53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",broad,"17,300"
1316,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,"17,300"
1317,53-3020,Bus Drivers,broad,"684,690"
1318,53-3021,"Bus Drivers, Transit and Intercity",detailed,"169,680"
1319,53-3022,"Bus Drivers, School or Special Client",detailed,"515,020"
1320,53-3030,Driver/Sales Workers and Truck Drivers,broad,"2,989,540"
1321,53-3031,Driver/Sales Workers,detailed,"426,310"
1322,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,"1,704,520"
1323,53-3033,Light Truck or Delivery Services Drivers,detailed,"858,710"
1324,53-3040,Taxi Drivers and Chauffeurs,broad,"188,860"
1325,53-3041,Taxi Drivers and Chauffeurs,detailed,"188,860"
1326,53-3090,Miscellaneous Motor Vehicle Operators,broad,"53,680"
1327,53-3099,"Motor Vehicle Operators, All Other",detailed,"53,680"
1328,53-4000,Rail Transportation Workers,minor,"125,200"
1329,53-4010,Locomotive Engineers and Operators,broad,"45,640"
1330,53-4011,Locomotive Engineers,detailed,"39,900"
1331,53-4012,Locomotive Firers,detailed,"1,210"
1332,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",detailed,"4,530"
1333,53-4020,"Railroad Brake, Signal, and Switch Operators",broad,"19,860"
1334,53-4021,"Railroad Brake, Signal, and Switch Operators",detailed,"19,860"
1335,53-4030,Railroad Conductors and Yardmasters,broad,"42,880"
1336,53-4031,Railroad Conductors and Yardmasters,detailed,"42,880"
1337,53-4040,Subway and Streetcar Operators,broad,"12,350"
1338,53-4041,Subway and Streetcar Operators,detailed,"12,350"
1339,53-4090,Miscellaneous Rail Transportation Workers,broad,"4,470"
1340,53-4099,"Rail Transportation Workers, All Other",detailed,"4,470"
1341,53-5000,Water Transportation Workers,minor,"82,290"
1342,53-5010,Sailors and Marine Oilers,broad,"32,530"
1343,53-5011,Sailors and Marine Oilers,detailed,"32,530"
1344,53-5020,Ship and Boat Captains and Operators,broad,"40,010"
1345,53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,"36,720"
1346,53-5022,Motorboat Operators,detailed,"3,290"
1347,53-5030,Ship Engineers,broad,"9,750"
1348,53-5031,Ship Engineers,detailed,"9,750"
1349,53-6000,Other Transportation Workers,minor,"349,540"
1350,53-6010,Bridge and Lock Tenders,broad,"3,510"
1351,53-6011,Bridge and Lock Tenders,detailed,"3,510"
1352,53-6020,Parking Lot Attendants,broad,"146,350"
1353,53-6021,Parking Lot Attendants,detailed,"146,350"
1354,53-6030,Automotive and Watercraft Service Attendants,broad,"109,790"
1355,53-6031,Automotive and Watercraft Service Attendants,detailed,"109,790"
1356,53-6040,Traffic Technicians,broad,"6,410"
1357,53-6041,Traffic Technicians,detailed,"6,410"
1358,53-6050,Transportation Inspectors,broad,"27,430"
1359,53-6051,Transportation Inspectors,detailed,"27,430"
1360,53-6060,"Transportation Attendants, Except Flight Attendants",broad,"18,410"
1361,53-6061,"Transportation Attendants, Except Flight Attendants",detailed,"18,410"
1362,53-6090,Miscellaneous Transportation Workers,broad,"37,660"
1363,53-6099,"Transportation Workers, All Other",detailed,"37,660"
1364,53-7000,Material Moving Workers,minor,"4,580,950"
1365,53-7010,Conveyor Operators and Tenders,broad,"28,590"
1366,53-7011,Conveyor Operators and Tenders,detailed,"28,590"
1367,53-7020,Crane and Tower Operators,broad,"45,020"
1368,53-7021,Crane and Tower Operators,detailed,"45,020"
1369,53-7030,"Dredge, Excavating, and Loading Machine Operators",broad,"52,620"
1370,53-7031,Dredge Operators,detailed,"1,760"
1371,53-7032,Excavating and Loading Machine and Dragline Operators,detailed,"48,320"
1372,53-7033,"Loading Machine Operators, Underground Mining",detailed,"2,550"
1373,53-7040,Hoist and Winch Operators,broad,"2,960"
1374,53-7041,Hoist and Winch Operators,detailed,"2,960"
1375,53-7050,Industrial Truck and Tractor Operators,broad,"542,750"
1376,53-7051,Industrial Truck and Tractor Operators,detailed,"542,750"
1377,53-7060,"Laborers and Material Movers, Hand",broad,"3,730,410"
1378,53-7061,Cleaners of Vehicles and Equipment,detailed,"348,770"
1379,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,"2,587,900"
1380,53-7063,Machine Feeders and Offbearers,detailed,"88,070"
1381,53-7064,"Packers and Packagers, Hand",detailed,"705,660"
1382,53-7070,Pumping Station Operators,broad,"27,540"
1383,53-7071,Gas Compressor and Gas Pumping Station Operators,detailed,"3,890"
1384,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,"12,030"
1385,53-7073,Wellhead Pumpers,detailed,"11,610"
1386,53-7080,Refuse and Recyclable Material Collectors,broad,"114,680"
1387,53-7081,Refuse and Recyclable Material Collectors,detailed,"114,680"
1388,53-7110,Mine Shuttle Car Operators,broad,"1,590"
1389,53-7111,Mine Shuttle Car Operators,detailed,"1,590"
1390,53-7120,"Tank Car, Truck, and Ship Loaders",broad,"10,920"
1391,53-7121,"Tank Car, Truck, and Ship Loaders",detailed,"10,920"
1392,53-7190,Miscellaneous Material Moving Workers,broad,"23,880"
1393,53-7199,"Material Moving Workers, All Other",detailed,"23,880"
