,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
1300,53-1011,Aircraft Cargo Handling Supervisors,detailed,"6,760"
1301,53-1020,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",broad,"176,030"
1302,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",detailed,"176,030"
1303,53-1030,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,broad,"203,550"
1304,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,detailed,"203,550"
1305,53-2000,Air Transportation Workers,minor,"260,670"
1306,53-2010,Aircraft Pilots and Flight Engineers,broad,"121,110"
1307,53-2011,"Airline Pilots, Copilots, and Flight Engineers",detailed,"81,350"
1308,53-2012,Commercial Pilots,detailed,"39,760"
1309,53-2020,Air Traffic Controllers and Airfield Operations Specialists,broad,"31,050"
1310,53-2021,Air Traffic Controllers,detailed,"23,130"
1311,53-2022,Airfield Operations Specialists,detailed,"7,920"
1312,53-2030,Flight Attendants,broad,"108,510"
1313,53-2031,Flight Attendants,detailed,"108,510"
1314,53-3000,Motor Vehicle Operators,minor,"3,851,720"
1315,53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",broad,"19,950"
1316,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,"19,950"
1317,53-3020,Bus Drivers,broad,"674,180"
1318,53-3021,"Bus Drivers, Transit and Intercity",detailed,"168,620"
1319,53-3022,"Bus Drivers, School or Special Client",detailed,"505,560"
1320,53-3030,Driver/Sales Workers and Truck Drivers,broad,"2,922,450"
1321,53-3031,Driver/Sales Workers,detailed,"417,660"
1322,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,"1,678,280"
1323,53-3033,Light Truck or Delivery Services Drivers,detailed,"826,510"
1324,53-3040,Taxi Drivers and Chauffeurs,broad,"180,960"
1325,53-3041,Taxi Drivers and Chauffeurs,detailed,"180,960"
1326,53-3090,Miscellaneous Motor Vehicle Operators,broad,"54,160"
1327,53-3099,"Motor Vehicle Operators, All Other",detailed,"54,160"
1328,53-4000,Rail Transportation Workers,minor,"122,010"
1329,53-4010,Locomotive Engineers and Operators,broad,"43,560"
1330,53-4011,Locomotive Engineers,detailed,"37,490"
1331,53-4012,Locomotive Firers,detailed,"1,610"
1332,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",detailed,"4,460"
1333,53-4020,"Railroad Brake, Signal, and Switch Operators",broad,"18,970"
1334,53-4021,"Railroad Brake, Signal, and Switch Operators",detailed,"18,970"
1335,53-4030,Railroad Conductors and Yardmasters,broad,"42,330"
1336,53-4031,Railroad Conductors and Yardmasters,detailed,"42,330"
1337,53-4040,Subway and Streetcar Operators,broad,"12,600"
1338,53-4041,Subway and Streetcar Operators,detailed,"12,600"
1339,53-4090,Miscellaneous Rail Transportation Workers,broad,"4,550"
1340,53-4099,"Rail Transportation Workers, All Other",detailed,"4,550"
1341,53-5000,Water Transportation Workers,minor,"77,260"
1342,53-5010,Sailors and Marine Oilers,broad,"30,570"
1343,53-5011,Sailors and Marine Oilers,detailed,"30,570"
1344,53-5020,Ship and Boat Captains and Operators,broad,"36,760"
1345,53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,"33,110"
1346,53-5022,Motorboat Operators,detailed,"3,650"
1347,53-5030,Ship Engineers,broad,"9,940"
1348,53-5031,Ship Engineers,detailed,"9,940"
1349,53-6000,Other Transportation Workers,minor,"343,230"
1350,53-6010,Bridge and Lock Tenders,broad,"3,170"
1351,53-6011,Bridge and Lock Tenders,detailed,"3,170"
1352,53-6020,Parking Lot Attendants,broad,"144,150"
1353,53-6021,Parking Lot Attendants,detailed,"144,150"
1354,53-6030,Automotive and Watercraft Service Attendants,broad,"109,710"
1355,53-6031,Automotive and Watercraft Service Attendants,detailed,"109,710"
1356,53-6040,Traffic Technicians,broad,"6,750"
1357,53-6041,Traffic Technicians,detailed,"6,750"
1358,53-6050,Transportation Inspectors,broad,"25,860"
1359,53-6051,Transportation Inspectors,detailed,"25,860"
1360,53-6060,"Transportation Attendants, Except Flight Attendants",broad,"15,680"
1361,53-6061,"Transportation Attendants, Except Flight Attendants",detailed,"15,680"
1362,53-6090,Miscellaneous Transportation Workers,broad,"37,900"
1363,53-6099,"Transportation Workers, All Other",detailed,"37,900"
1364,53-7000,Material Moving Workers,minor,"4,495,380"
1365,53-7010,Conveyor Operators and Tenders,broad,"32,890"
1366,53-7011,Conveyor Operators and Tenders,detailed,"32,890"
1367,53-7020,Crane and Tower Operators,broad,"46,490"
1368,53-7021,Crane and Tower Operators,detailed,"46,490"
1369,53-7030,"Dredge, Excavating, and Loading Machine Operators",broad,"54,930"
1370,53-7031,Dredge Operators,detailed,"1,850"
1371,53-7032,Excavating and Loading Machine and Dragline Operators,detailed,"49,880"
1372,53-7033,"Loading Machine Operators, Underground Mining",detailed,"3,210"
1373,53-7040,Hoist and Winch Operators,broad,"2,880"
1374,53-7041,Hoist and Winch Operators,detailed,"2,880"
1375,53-7050,Industrial Truck and Tractor Operators,broad,"539,810"
1376,53-7051,Industrial Truck and Tractor Operators,detailed,"539,810"
1377,53-7060,"Laborers and Material Movers, Hand",broad,"3,637,790"
1378,53-7061,Cleaners of Vehicles and Equipment,detailed,"336,960"
1379,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,"2,487,680"
1380,53-7063,Machine Feeders and Offbearers,detailed,"100,020"
1381,53-7064,"Packers and Packagers, Hand",detailed,"713,130"
1382,53-7070,Pumping Station Operators,broad,"30,350"
1383,53-7071,Gas Compressor and Gas Pumping Station Operators,detailed,"4,100"
1384,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,"13,390"
1385,53-7073,Wellhead Pumpers,detailed,"12,860"
1386,53-7080,Refuse and Recyclable Material Collectors,broad,"114,220"
1387,53-7081,Refuse and Recyclable Material Collectors,detailed,"114,220"
1388,53-7110,Mine Shuttle Car Operators,broad,"2,310"
1389,53-7111,Mine Shuttle Car Operators,detailed,"2,310"
1390,53-7120,"Tank Car, Truck, and Ship Loaders",broad,"11,960"
1391,53-7121,"Tank Car, Truck, and Ship Loaders",detailed,"11,960"
1392,53-7190,Miscellaneous Material Moving Workers,broad,"21,740"
1393,53-7199,"Material Moving Workers, All Other",detailed,"21,740"
